num,X,Y,DC,ISI,country
751,6,4,15.3,1.8,Brazil
752,5,4,36.9,7.1,Brazil
753,2,4,41.1,7.3,Brazil
754,7,3,43.5,8.5,Brazil
755,3,2,25.6,12.3,Brazil
756,7,5,25.6,12.3,Brazil
757,2,5,73.7,5.7,Brazil
758,6,2,229,4.7,Brazil
759,2,2,252.6,9.4,Brazil
760,2,5,316.7,10.8,Brazil
761,6,4,350.2,18,Brazil
762,4,6,395,9.9,Brazil
763,5,4,423.4,14.7,Brazil
764,8,6,423.4,14.7,Brazil
765,2,3,431.6,6.4,Brazil
766,3,6,94.3,5.1,Brazil
767,4,4,669.1,6.7,Brazil
768,7,4,686.9,6.7,Brazil
769,2,4,77.5,9,Brazil
770,8,2,102.2,9.6,Brazil
771,8,3,488,14.7,Brazil
772,6,4,495.6,8.5,Brazil
773,4,4,608.2,10.7,Brazil
774,6,5,692.6,7,Brazil
775,3,5,698.6,7.1,Brazil
776,3,3,698.6,7.1,Brazil
777,3,5,713,22.6,Brazil
778,6,4,665.3,0.8,Brazil
779,3,5,686.5,7,Brazil
780,7,5,699.6,9.2,Brazil
781,7,3,713.9,13.9,Brazil
782,7,4,80.8,7.8,Brazil
783,7,6,664.2,3,Brazil
784,8,6,70.8,6.3,Brazil
785,5,3,97.1,5.1,Brazil
786,6,5,692.6,7,Brazil
787,8,2,724.3,9.2,Brazil
788,6,4,200,56.1,Brazil
789,1,2,537.4,6.2,Brazil
790,1,6,594.2,20.3,Brazil
791,3,5,601.4,10.6,Brazil
792,3,3,668,12.2,Brazil
793,4,5,686.5,7,Brazil
794,7,2,721.4,8.1,Brazil
795,5,5,728.6,8.1,Brazil
796,8,2,692.3,15.9,Brazil
797,7,6,709.9,7.1,Brazil
798,8,5,706.8,5.8,Brazil
799,2,6,718.3,7.8,Brazil
800,3,2,724.3,9.2,Brazil
801,3,3,730.2,6.3,Brazil
802,4,5,669.1,6.7,Brazil
803,3,5,682.6,8.7,Brazil
804,1,5,686.9,6.7,Brazil
805,7,2,67.6,3.8,Brazil
806,6,2,366.7,1.5,Brazil
807,2,6,624.2,8.9,Brazil
808,1,4,647.1,17,Brazil
809,7,2,698.6,7.1,Brazil
810,8,6,735.7,6.2,Brazil
811,5,3,692.3,15.9,Brazil
812,5,3,686.5,7,Brazil
813,3,5,442.9,11,Brazil
814,1,5,64.7,4.1,Brazil
815,6,2,103.8,5,Brazil
816,6,5,706.4,9.2,Brazil
817,7,5,631.2,6.3,Brazil
818,6,5,654.1,9.6,Brazil
819,5,3,41.6,3.7,Brazil
820,6,4,368.3,16.8,Brazil
821,3,5,855.3,7.4,Brazil
822,4,6,100.7,10.7,Brazil
823,4,4,664.5,8.1,Brazil
824,5,2,28.3,9.9,Brazil
825,6,5,844,10.1,Brazil
826,3,3,613,7.6,Brazil
827,2,4,690,18,Brazil
828,1,6,649.9,16.3,Brazil
829,1,4,730.6,7.5,Brazil
830,2,4,803.3,5.6,Brazil
831,6,3,753.8,6.3,Brazil
832,5,6,567.2,16.7,Brazil
833,6,5,753.8,6.3,Brazil
834,1,6,635.9,7.8,Brazil
835,2,5,715.1,8.4,Brazil
836,5,2,819.1,7.7,Brazil
837,1,2,715.1,8.4,Brazil
838,5,3,715.1,8.4,Brazil
839,5,3,825.1,7.1,Brazil
840,8,3,16.2,1.9,Brazil
841,4,6,16.2,1.9,Brazil
842,2,3,15.3,1.8,Brazil
843,6,3,36.9,7.1,Brazil
844,5,3,41.1,7.3,Brazil
845,2,2,43.5,8.5,Brazil
846,5,2,25.6,12.3,Brazil
847,7,6,25.6,12.3,Brazil
848,2,3,73.7,5.7,Brazil
849,2,2,229,4.7,Brazil
850,4,3,252.6,9.4,Brazil
851,3,4,316.7,10.8,Brazil
852,7,4,350.2,18,Brazil
853,6,2,395,9.9,Brazil
854,2,6,423.4,14.7,Brazil
855,8,3,423.4,14.7,Brazil
856,1,3,431.6,6.4,Brazil
857,8,3,560,9.5,Brazil
858,4,5,560,9.5,Brazil
859,7,4,587.1,14.1,Brazil
860,4,2,587.1,14.1,Brazil
861,6,4,587.1,14.1,Brazil
862,3,4,596.3,21.3,Brazil
863,4,2,605.8,17.7,Brazil
864,1,6,605.8,17.7,Brazil
865,4,5,605.8,17.7,Brazil
866,3,6,605.8,17.7,Brazil
867,6,2,605.8,17.7,Brazil
868,2,3,624.1,13.8,Brazil
869,3,5,633.6,11.3,Brazil
870,7,5,633.6,11.3,Brazil
871,6,5,643,14,Brazil
872,4,2,661.8,16.8,Brazil
873,3,2,661.8,16.8,Brazil
874,6,6,671.2,14.3,Brazil
875,2,4,671.2,14.3,Brazil
876,7,2,671.2,14.3,Brazil
877,5,6,671.2,14.3,Brazil
878,8,3,671.2,14.3,Brazil
879,8,3,671.2,14.3,Brazil
880,7,5,689.1,20,Brazil
881,5,5,689.1,20,Brazil
882,3,2,744.4,10.1,Brazil
883,2,5,752.6,7.1,Brazil
884,8,5,752.6,7.1,Brazil
885,8,5,752.6,7.1,Brazil
886,5,3,752.6,7.1,Brazil
